# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/ma/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-08-01 16:49:06 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104455 STONY BROOK, UNNAMED TRIBUTARY 1, NEAR WALTHAM, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104455
#    DD parameter   Description
#    02   00060     Discharge, cubic feet per second
#    03   00010     Temperature, water, degrees Celsius
#    04   00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#    15   63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#    23   99404     Chloride, water, filtered, estimated by regression equation, milligrams per liter
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	02_00060	02_00060_cd	03_00010	03_00010_cd	04_00095	04_00095_cd	15_63680	15_63680_cd	23_99404	23_99404_cd
USGS	01104455	2014-07-29 19:15	EDT	0.46	P	20.8	P	998	P	1.0	P	260	P
USGS	01104455	2014-07-29 19:30	EDT	0.46	P	20.8	P	994	P	1.7	P	260	P
USGS	01104455	2014-07-29 19:45	EDT	0.46	P	20.8	P	992	P	1.0	P	260	P
USGS	01104455	2014-07-29 20:00	EDT	0.42	P	20.8	P	990	P	0.8	P	260	P
USGS	01104455	2014-07-29 20:15	EDT	0.42	P	20.8	P	989	P	0.6	P	260	P
USGS	01104455	2014-07-29 20:30	EDT	0.42	P	20.8	P	988	P	1.0	P	260	P
USGS	01104455	2014-07-29 20:45	EDT	0.42	P	20.8	P	990	P	0.5	P	260	P
USGS	01104455	2014-07-29 21:00	EDT	0.42	P	20.8	P	989	P	1.3	P	260	P
USGS	01104455	2014-07-29 21:15	EDT	0.42	P	20.7	P	989	P	0.8	P	260	P
USGS	01104455	2014-07-29 21:30	EDT	0.42	P	20.7	P	988	P	0.9	P	260	P
USGS	01104455	2014-07-29 21:45	EDT	0.42	P	20.8	P	988	P	0.5	P	260	P
USGS	01104455	2014-07-29 22:00	EDT	0.42	P	20.7	P	983	P	0.8	P	260	P
USGS	01104455	2014-07-29 22:15	EDT	0.42	P	20.7	P	983	P	0.4	P	260	P
USGS	01104455	2014-07-29 22:30	EDT	0.42	P	20.6	P	982	P	0.7	P	260	P
USGS	01104455	2014-07-29 22:45	EDT	0.42	P	20.6	P	982	P	0.5	P	260	P
USGS	01104455	2014-07-29 23:00	EDT	0.42	P	20.6	P	980	P	0.4	P	260	P
USGS	01104455	2014-07-29 23:15	EDT	0.42	P	20.6	P	979	P	0.3	P	260	P
USGS	01104455	2014-07-29 23:30	EDT	0.42	P	20.6	P	980	P	0.4	P	260	P
USGS	01104455	2014-07-29 23:45	EDT	0.42	P	20.5	P	981	P	0.4	P	260	P
USGS	01104455	2014-07-29 23:48	EDT	0.42	P	20.5	P	931	P	0.4	P	240	P
USGS	01104455	2014-07-29 23:49	EDT	0.42	P	20.5	P	895	P	0.4	P	230	P
USGS	01104455	2014-07-29 23:50	EDT	0.42	P	20.5	P	965	P	0.4	P	250	P
USGS	01104455	2014-07-30 00:00	EDT	0.42	P	20.5	P	981	P	0.4	P	260	P
USGS	01104455	2014-07-30 00:15	EDT	0.42	P	20.5	P	986	P	0.3	P	260	P
USGS	01104455	2014-07-30 00:30	EDT	0.42	P	20.4	P	990	P	0.8	P	260	P
USGS	01104455	2014-07-30 00:45	EDT	0.40	P	20.4	P	990	P	0.7	P	260	P
USGS	01104455	2014-07-30 01:00	EDT	0.40	P	20.4	P	992	P	0.3	P	260	P
USGS	01104455	2014-07-30 01:15	EDT	0.42	P	20.3	P	991	P	0.3	P	260	P
USGS	01104455	2014-07-30 01:30	EDT	0.40	P	20.3	P	989	P	0.3	P	260	P
USGS	01104455	2014-07-30 01:45	EDT	0.40	P	20.2	P	991	P	1.1	P	260	P
USGS	01104455	2014-07-30 02:00	EDT	0.40	P	20.2	P	992	P	7.3	P	260	P
USGS	01104455	2014-07-30 02:15	EDT	0.40	P	20.2	P	992	P	0.5	P	260	P
USGS	01104455	2014-07-30 02:30	EDT	0.40	P	20.1	P	992	P	66	P	260	P
USGS	01104455	2014-07-30 02:45	EDT	0.40	P	20.1	P	992	P	0.4	P	260	P
USGS	01104455	2014-07-30 03:00	EDT	0.40	P	20.0	P	995	P	0.4	P	260	P
USGS	01104455	2014-07-30 03:15	EDT	0.40	P	20.0	P	997	P	0.4	P	260	P
USGS	01104455	2014-07-30 03:30	EDT	0.40	P	20.0	P	997	P	0.4	P	260	P
USGS	01104455	2014-07-30 03:45	EDT	0.40	P	19.9	P	997	P	0.4	P	260	P
USGS	01104455	2014-07-30 04:00	EDT	0.40	P	19.9	P	1000	P	0.3	P	260	P
USGS	01104455	2014-07-30 04:15	EDT	0.40	P	19.9	P	999	P	0.3	P	260	P
USGS	01104455	2014-07-30 04:30	EDT	0.40	P	19.9	P	1000	P	0.3	P	260	P
USGS	01104455	2014-07-30 04:45	EDT	0.40	P	19.8	P	1000	P	0.5	P	260	P
USGS	01104455	2014-07-30 05:00	EDT	0.40	P	19.8	P	1000	P	2.3	P	260	P
USGS	01104455	2014-07-30 05:15	EDT	0.40	P	19.8	P	1000	P	0.3	P	260	P
USGS	01104455	2014-07-30 05:30	EDT	0.38	P	19.7	P	1010	P	0.3	P	270	P
USGS	01104455	2014-07-30 05:45	EDT	0.40	P	19.7	P	1010	P	1.5	P	270	P
USGS	01104455	2014-07-30 06:00	EDT	0.38	P	19.7	P	1010	P	0.8	P	270	P
USGS	01104455	2014-07-30 06:15	EDT	0.38	P	19.6	P	1010	P	12	P	270	P
USGS	01104455	2014-07-30 06:30	EDT	0.38	P	19.6	P	1010	P	0.4	P	270	P
USGS	01104455	2014-07-30 06:45	EDT	0.38	P	19.6	P	1010	P	5.9	P	270	P
USGS	01104455	2014-07-30 07:00	EDT	0.38	P	19.6	P	1010	P	25	P	270	P
USGS	01104455	2014-07-30 07:15	EDT	0.38	P	19.6	P	1020	P	0.6	P	270	P
USGS	01104455	2014-07-30 07:30	EDT	0.38	P	19.5	P	1020	P	0.5	P	270	P
USGS	01104455	2014-07-30 07:45	EDT	0.38	P	19.5	P	1020	P	0.6	P	270	P
USGS	01104455	2014-07-30 08:00	EDT	0.38	P	19.5	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 08:15	EDT	0.38	P	19.5	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 08:30	EDT	0.38	P	19.5	P	1020	P	0.5	P	270	P
USGS	01104455	2014-07-30 08:45	EDT	0.38	P	19.5	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 09:00	EDT	0.38	P	19.5	P	1020	P	0.4	P	270	P
USGS	01104455	2014-07-30 09:15	EDT	0.38	P	19.5	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 09:30	EDT	0.38	P	19.6	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-30 09:45	EDT	0.38	P	19.5	P	1030	P	0.7	P	270	P
USGS	01104455	2014-07-30 10:00	EDT	0.38	P	19.6	P	1030	P	0.7	P	270	P
USGS	01104455	2014-07-30 10:15	EDT	0.38	P	19.6	P	1030	P	0.6	P	270	P
USGS	01104455	2014-07-30 10:30	EDT	0.38	P	19.6	P	1030	P	0.3	P	270	P
USGS	01104455	2014-07-30 10:45	EDT	0.38	P	19.6	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-30 11:00	EDT	0.38	P	19.7	P	1030	P	1.1	P	270	P
USGS	01104455	2014-07-30 11:15	EDT	0.38	P	19.7	P	1030	P	0.7	P	270	P
USGS	01104455	2014-07-30 11:30	EDT	0.38	P	19.8	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-30 11:45	EDT	0.38	P	19.8	P	1030	P	0.8	P	270	P
USGS	01104455	2014-07-30 12:00	EDT	0.38	P	19.8	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-30 12:15	EDT	0.38	P	19.9	P	1020	P	0.5	P	270	P
USGS	01104455	2014-07-30 12:30	EDT	0.38	P	19.9	P	1030	P	0.7	P	270	P
USGS	01104455	2014-07-30 12:45	EDT	0.38	P	20.0	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 13:00	EDT	0.38	P	20.0	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-30 13:15	EDT	0.38	P	20.0	P	1030	P	0.3	P	270	P
USGS	01104455	2014-07-30 13:30	EDT	0.38	P	20.0	P	1030	P	0.9	P	270	P
USGS	01104455	2014-07-30 13:45	EDT	0.36	P	20.1	P	1030	P	1.0	P	270	P
USGS	01104455	2014-07-30 14:00	EDT	0.36	P	20.2	P	1030	P	1.2	P	270	P
USGS	01104455	2014-07-30 14:15	EDT	0.36	P	20.2	P	1030	P	1.1	P	270	P
USGS	01104455	2014-07-30 14:30	EDT	0.36	P	20.2	P	1030	P	1.6	P	270	P
USGS	01104455	2014-07-30 14:45	EDT	0.36	P	20.3	P	1040	P	1.4	P	270	P
USGS	01104455	2014-07-30 15:00	EDT	0.36	P	20.3	P	1040	P	2.0	P	270	P
USGS	01104455	2014-07-30 15:15	EDT	0.36	P	20.4	P	1040	P	2.0	P	270	P
USGS	01104455	2014-07-30 15:30	EDT	0.36	P	20.4	P	1040	P	1.8	P	270	P
USGS	01104455	2014-07-30 15:45	EDT	0.36	P	20.5	P	1040	P	2.2	P	270	P
USGS	01104455	2014-07-30 16:00	EDT	0.36	P	20.6	P	1040	P	2.9	P	270	P
USGS	01104455	2014-07-30 16:15	EDT	0.36	P	20.6	P	1040	P	2.3	P	270	P
USGS	01104455	2014-07-30 16:30	EDT	0.36	P	20.6	P	1040	P	1.8	P	270	P
USGS	01104455	2014-07-30 16:45	EDT	0.36	P	20.7	P	1040	P	2.3	P	270	P
USGS	01104455	2014-07-30 17:00	EDT	0.36	P	20.7	P	1040	P	1.7	P	270	P
USGS	01104455	2014-07-30 17:15	EDT	0.36	P	20.8	P	1040	P	1.2	P	270	P
USGS	01104455	2014-07-30 17:30	EDT	0.36	P	20.8	P	1040	P	1.1	P	270	P
USGS	01104455	2014-07-30 17:45	EDT	0.36	P	20.9	P	1040	P	1.8	P	270	P
USGS	01104455	2014-07-30 18:00	EDT	0.34	P	20.9	P	1040	P	0.5	P	270	P
USGS	01104455	2014-07-30 18:15	EDT	0.34	P	20.9	P	1040	P	0.8	P	270	P
USGS	01104455	2014-07-30 18:30	EDT	0.34	P	21.0	P	1040	P	1.0	P	270	P
USGS	01104455	2014-07-30 18:45	EDT	0.34	P	21.0	P	1040	P	0.8	P	270	P
USGS	01104455	2014-07-30 19:00	EDT	0.34	P	21.0	P	1040	P	0.7	P	270	P
USGS	01104455	2014-07-30 19:15	EDT	0.34	P	21.0	P	1040	P	0.3	P	270	P
USGS	01104455	2014-07-30 19:30	EDT	0.34	P	21.0	P	1040	P	0.3	P	270	P
USGS	01104455	2014-07-30 19:45	EDT	0.34	P	21.0	P	1040	P	0.3	P	270	P
USGS	01104455	2014-07-30 20:00	EDT	0.34	P	21.0	P	1040	P	0.3	P	270	P
USGS	01104455	2014-07-30 20:15	EDT	0.34	P	21.0	P	1040	P	0.3	P	270	P
USGS	01104455	2014-07-30 20:30	EDT	0.34	P	21.0	P	1030	P	0.7	P	270	P
USGS	01104455	2014-07-30 20:45	EDT	0.34	P	21.0	P	1030	P	0.3	P	270	P
USGS	01104455	2014-07-30 21:00	EDT	0.34	P	21.0	P	1030	P	0.3	P	270	P
USGS	01104455	2014-07-30 21:15	EDT	0.34	P	21.0	P	1020	P	1.0	P	270	P
USGS	01104455	2014-07-30 21:30	EDT	0.34	P	21.0	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 21:39	EDT	0.34	P	20.9	P	862	P	0.3	P	220	P
USGS	01104455	2014-07-30 21:40	EDT	0.34	P	20.9	P	697	P	0.3	P	180	P
USGS	01104455	2014-07-30 21:43	EDT	0.34	P	20.9	P	675	P	0.3	P	170	P
USGS	01104455	2014-07-30 21:45	EDT	0.34	P	20.9	P	810	P	0.3	P	210	P
USGS	01104455	2014-07-30 21:46	EDT	0.34	P	20.9	P	1000	P	0.3	P	260	P
USGS	01104455	2014-07-30 21:56	EDT	0.34	P	20.9	P	945	P	0.3	P	250	P
USGS	01104455	2014-07-30 21:57	EDT	0.34	P	20.9	P	998	P	0.3	P	260	P
USGS	01104455	2014-07-30 22:00	EDT	0.34	P	20.9	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 22:15	EDT	0.34	P	20.9	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-30 22:30	EDT	0.34	P	20.8	P	1020	P	1.3	P	270	P
USGS	01104455	2014-07-30 22:45	EDT	0.34	P	20.8	P	1020	P	1.3	P	270	P
USGS	01104455	2014-07-30 23:00	EDT	0.34	P	20.8	P	1020	P	1.3	P	270	P
USGS	01104455	2014-07-30 23:15	EDT	0.34	P	20.7	P	1020	P	1.3	P	270	P
USGS	01104455	2014-07-30 23:30	EDT	0.34	P	20.7	P	1020	P	1.3	P	270	P
USGS	01104455	2014-07-30 23:45	EDT	0.34	P	20.7	P	988	P	0.6	P	260	P
USGS	01104455	2014-07-30 23:49	EDT	0.34	P	20.7	P	1020	P	0.6	P	270	P
USGS	01104455	2014-07-30 23:51	EDT	0.34	P	20.7	P	917	P	0.6	P	240	P
USGS	01104455	2014-07-30 23:52	EDT	0.34	P	20.7	P	990	P	0.6	P	260	P
USGS	01104455	2014-07-31 00:00	EDT	0.34	P	20.7	P	965	P	0.6	P	250	P
USGS	01104455	2014-07-31 00:10	EDT	0.34	P	20.6	P	995	P	0.6	P	260	P
USGS	01104455	2014-07-31 00:15	EDT	0.34	P	20.6	P	1010	P	0.6	P	270	P
USGS	01104455	2014-07-31 00:16	EDT	0.34	P	20.6	P	953	P	0.6	P	250	P
USGS	01104455	2014-07-31 00:30	EDT	0.34	P	20.6	P	823	P	0.6	P	210	P
USGS	01104455	2014-07-31 00:31	EDT	0.34	P	20.6	P	1020	P	1.0	P	270	P
USGS	01104455	2014-07-31 00:45	EDT	0.34	P	20.6	P	1020	P	1.0	P	270	P
USGS	01104455	2014-07-31 01:00	EDT	0.34	P	20.6	P	1010	P	3.2	P	270	P
USGS	01104455	2014-07-31 01:12	EDT	0.34	P	20.5	P	840	P	3.2	P	220	P
USGS	01104455	2014-07-31 01:13	EDT	0.34	P	20.5	P	590	P	3.2	P	150	P
USGS	01104455	2014-07-31 01:14	EDT	0.34	P	20.5	P	563	P	3.2	P	140	P
USGS	01104455	2014-07-31 01:15	EDT	0.34	P	20.5	P	585	P	3.2	P	140	P
USGS	01104455	2014-07-31 01:16	EDT	0.34	P	20.5	P	934	P	3.2	P	240	P
USGS	01104455	2014-07-31 01:17	EDT	0.34	P	20.5	P	733	P	3.2	P	190	P
USGS	01104455	2014-07-31 01:18	EDT	0.34	P	20.5	P	1020	P	3.2	P	270	P
USGS	01104455	2014-07-31 01:30	EDT	0.34	P	20.4	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-31 01:45	EDT	0.34	P	20.4	P	1020	P	0.4	P	270	P
USGS	01104455	2014-07-31 02:00	EDT	0.34	P	20.4	P	1020	P	0.3	P	270	P
USGS	01104455	2014-07-31 02:15	EDT	0.34	P	20.3	P	1020	P	0.5	P	270	P
USGS	01104455	2014-07-31 02:30	EDT	0.34	P	20.3	P	1020	P	0.5	P	270	P
USGS	01104455	2014-07-31 02:45	EDT	0.34	P	20.3	P	1020	P	2.8	P	270	P
USGS	01104455	2014-07-31 03:00	EDT	0.34	P	20.2	P	1020	P	0.4	P	270	P
USGS	01104455	2014-07-31 03:15	EDT	0.34	P	20.1	P	1020	P	8.6	P	270	P
USGS	01104455	2014-07-31 03:30	EDT	0.34	P	20.1	P	1030	P	28	P	270	P
USGS	01104455	2014-07-31 03:45	EDT	0.34	P	20.2	P	1020	P	6.5	P	270	P
USGS	01104455	2014-07-31 04:00	EDT	0.34	P	20.1	P	1020	P	0.8	P	270	P
USGS	01104455	2014-07-31 04:15	EDT	0.34	P	20.1	P	1020	P	0.6	P	270	P
USGS	01104455	2014-07-31 04:30	EDT	0.36	P	20.0	P	1030	P	0.6	P	270	P
USGS	01104455	2014-07-31 04:45	EDT	0.34	P	20.0	P	1020	P	6.0	P	270	P
USGS	01104455	2014-07-31 05:00	EDT	0.34	P	20.0	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-31 05:15	EDT	0.34	P	19.9	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-31 05:30	EDT	0.34	P	19.8	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-31 05:45	EDT	0.34	P	19.8	P	1030	P	0.5	P	270	P
USGS	01104455	2014-07-31 06:00	EDT	0.34	P	19.7	P	1040	P	0.6	P	270	P
USGS	01104455	2014-07-31 06:15	EDT	0.34	P	19.7	P	1040	P	0.6	P	270	P
USGS	01104455	2014-07-31 06:30	EDT	0.34	P	19.7	P	1040	P	0.3	P	270	P
USGS	01104455	2014-07-31 06:45	EDT	0.34	P	19.6	P	1040	P	22	P	270	P
USGS	01104455	2014-07-31 07:00	EDT	0.34	P	19.6	P	1040	P	22	P	270	P
USGS	01104455	2014-07-31 07:15	EDT	0.34	P	19.6	P	1040	P	0.6	P	270	P
USGS	01104455	2014-07-31 07:30	EDT	0.34	P	19.5	P	1040	P	0.6	P	270	P
USGS	01104455	2014-07-31 07:45	EDT	0.34	P	19.5	P	1040	P	0.6	P	270	P
USGS	01104455	2014-07-31 08:00	EDT	0.34	P	19.5	P	1040	P	1.1	P	270	P
USGS	01104455	2014-07-31 08:15	EDT	0.34	P	19.5	P	1040	P	0.6	P	270	P
USGS	01104455	2014-07-31 08:30	EDT	0.34	P	19.5	P	1050	P	0.6	P	280	P
USGS	01104455	2014-07-31 08:45	EDT	0.34	P	19.5	P	1050	P	0.6	P	280	P
USGS	01104455	2014-07-31 09:00	EDT	0.34	P	19.4	P	1050	P	0.5	P	280	P
USGS	01104455	2014-07-31 09:15	EDT	0.34	P	19.4	P	1050	P	0.3	P	280	P
USGS	01104455	2014-07-31 09:30	EDT	0.34	P	19.5	P	1050	P	0.3	P	280	P
USGS	01104455	2014-07-31 09:45	EDT	0.34	P	19.5	P	1050	P	1.0	P	280	P
USGS	01104455	2014-07-31 10:00	EDT	0.30	P	19.5	P	1050	P	0.5	P	280	P
USGS	01104455	2014-07-31 10:15	EDT	0.30	P	19.5	P	1060	P	0.4	P	280	P
USGS	01104455	2014-07-31 10:30	EDT	0.30	P	19.6	P	1060	P	0.6	P	280	P
USGS	01104455	2014-07-31 10:45	EDT	0.30	P	19.6	P	1060	P	0.4	P	280	P
USGS	01104455	2014-07-31 11:00	EDT	0.30	P	19.6	P	1060	P	0.3	P	280	P
USGS	01104455	2014-07-31 11:15	EDT	0.30	P	19.6	P	1060	P	0.5	P	280	P
USGS	01104455	2014-07-31 11:30	EDT	0.30	P	19.7	P	1060	P	0.8	P	280	P
USGS	01104455	2014-07-31 11:45	EDT	0.30	P	19.7	P	1060	P	0.4	P	280	P
USGS	01104455	2014-07-31 12:00	EDT	0.30	P	19.8	P	1060	P	0.3	P	280	P
USGS	01104455	2014-07-31 12:15	EDT	0.30	P	19.8	P	1060	P	0.6	P	280	P
USGS	01104455	2014-07-31 12:30	EDT	0.30	P	19.8	P	1060	P	0.3	P	280	P
USGS	01104455	2014-07-31 12:45	EDT	0.30	P	19.8	P	1070	P	2.0	P	280	P
USGS	01104455	2014-07-31 13:00	EDT	0.30	P	19.8	P	1060	P	0.4	P	280	P
USGS	01104455	2014-07-31 13:15	EDT	0.30	P	19.9	P	1060	P	3.8	P	280	P
USGS	01104455	2014-07-31 13:30	EDT	0.30	P	19.9	P	1060	P	1.1	P	280	P
USGS	01104455	2014-07-31 13:45	EDT	0.30	P	19.9	P	1060	P	0.7	P	280	P
USGS	01104455	2014-07-31 14:00	EDT	0.30	P	19.9	P	1070	P	0.5	P	280	P
USGS	01104455	2014-07-31 14:15	EDT	0.30	P	20.0	P	1070	P	0.8	P	280	P
USGS	01104455	2014-07-31 14:30	EDT	0.30	P	20.0	P	1070	P	1.0	P	280	P
USGS	01104455	2014-07-31 14:45	EDT	0.30	P	20.1	P	1070	P	0.9	P	280	P
USGS	01104455	2014-07-31 15:00	EDT	0.30	P	20.1	P	1070	P	0.6	P	280	P
USGS	01104455	2014-07-31 15:15	EDT	0.30	P	20.2	P	1070	P	0.7	P	280	P
USGS	01104455	2014-07-31 15:30	EDT	0.30	P	20.3	P	1070	P	1.5	P	280	P
USGS	01104455	2014-07-31 15:45	EDT	0.28	P	20.3	P	1070	P	1.1	P	280	P
USGS	01104455	2014-07-31 16:00	EDT	0.28	P	20.4	P	1070	P	2.0	P	280	P
USGS	01104455	2014-07-31 16:15	EDT	0.28	P	20.4	P	1080	P	1.3	P	290	P
USGS	01104455	2014-07-31 16:30	EDT	0.28	P	20.4	P	1070	P	1.6	P	280	P
USGS	01104455	2014-07-31 16:45	EDT	0.28	P	20.4	P	1080	P	1.7	P	290	P
USGS	01104455	2014-07-31 17:00	EDT	0.28	P	20.4	P	1080	P	1.6	P	290	P
USGS	01104455	2014-07-31 17:15	EDT	0.28	P	20.5	P	1070	P	1.3	P	280	P
USGS	01104455	2014-07-31 17:30	EDT	0.28	P	20.6	P	1070	P	1.3	P	280	P
USGS	01104455	2014-07-31 17:45	EDT	0.28	P	20.6	P	1070	P	1.8	P	280	P
USGS	01104455	2014-07-31 18:00	EDT	0.28	P	20.6	P	1070	P	1.1	P	280	P
USGS	01104455	2014-07-31 18:15	EDT	0.28	P	20.7	P	1070	P	0.7	P	280	P
USGS	01104455	2014-07-31 18:20	EDT	0.28	P	20.7	P	982	P	1.5	P	260	P
USGS	01104455	2014-07-31 18:21	EDT	0.28	P	20.7	P	1040	P	0.8	P	270	P
USGS	01104455	2014-07-31 18:25	EDT	0.28	P	20.7	P	1070	P	1.0	P	280	P
USGS	01104455	2014-07-31 18:28	EDT	0.28	P	20.7	P	1000	P	1.0	P	260	P
USGS	01104455	2014-07-31 18:29	EDT	0.28	P	20.7	P	912	P	1.1	P	240	P
USGS	01104455	2014-07-31 18:30	EDT	0.28	P	20.7	P	744	P	1.0	P	190	P
USGS	01104455	2014-07-31 18:31	EDT	0.28	P	20.7	P	660	P	1.3	P	170	P
USGS	01104455	2014-07-31 18:32	EDT	0.28	P	20.7	P	857	P	0.5	P	220	P
USGS	01104455	2014-07-31 18:33	EDT	0.28	P	20.7	P	1010	P	0.6	P	270	P
USGS	01104455	2014-07-31 18:34	EDT	0.28	P	20.7	P	1050	P	1.3	P	280	P
USGS	01104455	2014-07-31 18:45	EDT	0.28	P	20.7	P	1070	P	0.8	P	280	P
USGS	01104455	2014-07-31 19:00	EDT	0.28	P	20.8	P	1070	P	0.7	P	280	P
USGS	01104455	2014-07-31 19:15	EDT	0.28	P	20.8	P	1070	P	0.8	P	280	P
USGS	01104455	2014-07-31 19:30	EDT	0.28	P	20.9	P	1070	P	1.0	P	280	P
USGS	01104455	2014-07-31 19:45	EDT	0.28	P	20.8	P	1080	P	0.8	P	290	P
USGS	01104455	2014-07-31 20:00	EDT	0.28	P	20.8	P	1080	P	0.5	P	290	P
USGS	01104455	2014-07-31 20:15	EDT	0.28	P	20.8	P	1070	P	0.4	P	280	P
USGS	01104455	2014-07-31 20:30	EDT	0.28	P	20.8	P	1070	P	0.6	P	280	P
USGS	01104455	2014-07-31 20:45	EDT	0.28	P	20.8	P	1070	P	0.5	P	280	P
USGS	01104455	2014-07-31 21:00	EDT	0.28	P	20.8	P	1070	P	0.5	P	280	P
USGS	01104455	2014-07-31 21:15	EDT	0.28	P	20.8	P	1060	P	0.3	P	280	P
USGS	01104455	2014-07-31 21:30	EDT	0.28	P	20.8	P	1070	P	0.5	P	280	P
USGS	01104455	2014-07-31 21:45	EDT	0.28	P	20.8	P	1070	P	0.6	P	280	P
USGS	01104455	2014-07-31 22:00	EDT	0.28	P	20.8	P	1070	P	0.6	P	280	P
USGS	01104455	2014-07-31 22:15	EDT	0.28	P	20.7	P	1070	P	100	P	280	P
USGS	01104455	2014-07-31 22:30	EDT	0.28	P	20.7	P	1070	P	85	P	280	P
USGS	01104455	2014-07-31 22:45	EDT	0.28	P	20.6	P	1070	P	90	P	280	P
USGS	01104455	2014-07-31 23:00	EDT	0.28	P	20.6	P	1070	P	100	P	280	P
USGS	01104455	2014-07-31 23:15	EDT	0.28	P	20.6	P	1070	P	1.0	P	280	P
USGS	01104455	2014-07-31 23:30	EDT	0.28	P	20.6	P	1070	P	1.0	P	280	P
USGS	01104455	2014-07-31 23:45	EDT	0.28	P	20.5	P	1070	P	1.0	P	280	P
USGS	01104455	2014-08-01 00:00	EDT	0.28	P	20.5	P	1070	P	1.0	P	280	P
USGS	01104455	2014-08-01 00:15	EDT	0.28	P	20.5	P	1070	P	1.0	P	280	P
USGS	01104455	2014-08-01 00:30	EDT	0.28	P	20.4	P	1070	P	0.3	P	280	P
USGS	01104455	2014-08-01 00:45	EDT	0.28	P	20.4	P	1070	P	1.1	P	280	P
USGS	01104455	2014-08-01 01:00	EDT	0.28	P	20.4	P	1070	P	1.1	P	280	P
USGS	01104455	2014-08-01 01:15	EDT	0.28	P	20.3	P	1070	P	1.0	P	280	P
USGS	01104455	2014-08-01 01:30	EDT	0.28	P	20.3	P	1070	P	1.0	P	280	P
USGS	01104455	2014-08-01 01:45	EDT	0.28	P	20.3	P	1070	P	3.1	P	280	P
USGS	01104455	2014-08-01 02:00	EDT	0.28	P	20.3	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 02:15	EDT	0.28	P	20.2	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 02:30	EDT	0.28	P	20.2	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 02:45	EDT	0.28	P	20.2	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 03:00	EDT	0.28	P	20.2	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 03:15	EDT	0.28	P	20.2	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 03:30	EDT	0.28	P	20.1	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 03:45	EDT	0.28	P	20.1	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 04:00	EDT	0.27	P	20.1	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 04:15	EDT	0.28	P	20.1	P	1070	P	0.9	P	280	P
USGS	01104455	2014-08-01 04:30	EDT	0.28	P	20.0	P	1070	P	13	P	280	P
USGS	01104455	2014-08-01 04:45	EDT	0.27	P	20.0	P	1070	P	13	P	280	P
USGS	01104455	2014-08-01 05:00	EDT	0.27	P	20.0	P	1070	P	13	P	280	P
USGS	01104455	2014-08-01 05:15	EDT	0.28	P	20.0	P	1070	P	13	P	280	P
USGS	01104455	2014-08-01 05:30	EDT	0.27	P	19.9	P	1080	P	13	P	290	P
USGS	01104455	2014-08-01 05:45	EDT	0.27	P	20.0	P	1080	P	1.0	P	290	P
USGS	01104455	2014-08-01 06:00	EDT	0.27	P	19.9	P	1070	P	0.5	P	280	P
USGS	01104455	2014-08-01 06:15	EDT	0.27	P	19.9	P	1070	P	0.3	P	280	P
